=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.12.09 15:44:21 =~=~=~=~=~=~=~=~=~=~=~=
The force sensor value = 4095 -> big squeeze
The force sensor value = 4095 -> big squeeze
The force sensor value = 4095 -> big squeeze
The force sensor value = 4095 -> big squeeze
The force sensor value = 1380 -> big squeeze
The force sensor value = 959 -> big squeeze
The force sensor value = 772 -> medium squeeze
The force sensor value = 729 -> medium squeeze
The force sensor value = 710 -> medium squeeze
The force sensor value = 4095 -> big squeeze
The force sensor value = 4083 -> big squeeze
The force sensor value = 4095 -> big squeeze
The force sensor value = 4083 -> big squeeze
The force sensor value = 4084 -> big squeeze
The force sensor value = 4095 -> big squeeze
T
